,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
195,dingle,23,PH,1586663050,56,11.0,122.67,87.64,6.91
196,hambantota,16,LK,1586663050,74,6.12,81.12,83.28,9.6
197,hearst,61,CA,1586662973,93,49.68,-83.67,29.93,7.4
198,yilan,75,TW,1586663051,93,24.76,121.75,64.0,2.24
199,isangel,40,VU,1586663051,55,-19.55,169.27,86.0,5.82
200,muroran,40,JP,1586663051,70,42.32,140.99,42.8,10.29
201,catalao,0,BR,1586663052,70,-18.17,-47.95,63.21,2.44
202,longyearbyen,20,SJ,1586663052,69,78.22,15.64,-7.6,2.24
203,macomb,90,US,1586663007,87,40.46,-90.67,55.99,10.29
204,domoni,59,KM,1586663052,72,-12.26,44.53,83.17,7.65
205,yuksekova,75,TR,1586663053,100,37.57,44.29,41.0,2.24
206,farmington,1,US,1586662802,16,36.73,-108.22,53.6,14.99
207,yabassi,100,CM,1586663053,89,4.46,9.97,68.58,1.19
208,tamale,85,GH,1586663053,56,9.4,-0.84,84.74,5.7
209,noumea,90,NC,1586663032,51,-22.28,166.46,86.0,6.93
210,madaripur,0,BD,1586663054,46,23.18,90.21,87.08,5.73
211,jieshi,0,CN,1586663054,51,22.81,115.83,70.0,4.0
212,kungurtug,96,RU,1586663055,47,50.6,97.52,44.02,1.45
213,codrington,95,AU,1586663055,59,-38.27,141.97,58.06,10.25
214,garowe,47,SO,1586662765,64,8.41,48.48,76.33,9.86
215,vazante,0,BR,1586663055,74,-17.99,-46.91,68.77,3.51
216,kavieng,95,PG,1586663056,69,-2.57,150.8,84.36,3.56
217,waingapu,10,ID,1586663056,69,-9.66,120.26,83.39,4.29
218,bayburt,31,TR,1586663056,51,40.26,40.23,28.71,4.21
219,nalut,0,LY,1586663057,29,30.33,10.85,61.56,12.71
220,san juan,63,ML,1586663057,32,13.3,-4.9,88.14,11.21
221,puerto madryn,20,ES,1586663057,58,36.59,-6.23,57.2,5.82
222,semnan,4,IR,1586663057,43,35.57,53.4,52.93,0.65
223,lisala,100,CD,1586663058,88,2.15,21.52,68.88,2.46
224,grand river south east,75,US,1586663058,20,38.88,-109.5,64.99,8.05
225,mawlaik,0,MM,1586663058,20,23.63,94.42,96.96,1.92
226,alpena,1,US,1586663058,86,45.06,-83.43,39.2,8.37
227,summerside,40,CA,1586663059,69,46.4,-63.79,36.0,6.93
228,mayumba,98,GA,1586663059,87,-3.43,10.66,77.72,11.21
229,cranbrook,40,CA,1586663059,39,49.5,-115.77,30.2,6.93
230,nuuk,100,GL,1586663031,90,64.18,-51.72,35.6,12.75
231,bushehr,3,IR,1586663060,64,28.97,50.84,71.6,6.93
232,havoysund,100,NO,1586663060,68,71.0,24.66,28.4,4.7
233,faanui,8,PF,1586663060,73,-16.48,-151.75,82.62,13.2
234,tlacotepec,8,MX,1586663061,42,20.07,-97.87,70.18,5.88
235,severo-kurilsk,70,RU,1586663061,95,50.68,156.12,31.15,7.27
236,nome,90,US,1586663061,92,64.5,-165.41,30.2,10.29
237,chester,1,US,1586663061,56,40.13,-75.87,46.4,4.43
238,velikovechnoye,9,RU,1586663062,80,44.93,39.76,41.0,8.95
239,kaitangata,86,NZ,1586663062,64,-46.28,169.85,62.01,3.0
240,maine-soroa,100,NE,1586663062,16,13.21,12.02,78.51,9.22
241,mocuba,20,MZ,1586663063,91,-16.84,36.99,64.31,1.79
242,stavern,71,NO,1586663063,100,59.0,10.03,42.01,6.93
243,yiyang,28,CN,1586662976,56,28.59,112.33,60.55,5.1
244,sayansk,14,RU,1586663064,54,54.11,102.16,39.92,5.79
245,abu zabad,64,IN,1586663064,16,24.6,72.7,79.05,1.9
246,katsuura,75,JP,1586663064,66,35.13,140.3,57.99,9.17
247,zastron,5,ZA,1586663065,46,-30.3,27.08,54.73,10.18
248,bosaso,46,SO,1586663065,68,11.28,49.18,82.17,12.06
249,praia da vitoria,23,CV,1586663065,78,14.92,-23.51,73.4,8.05
250,dubbo,0,AU,1586663066,42,-32.25,148.62,64.4,4.7
251,port hedland,100,CD,1586663066,62,-7.03,29.76,72.21,7.34
252,hailar,0,CN,1586663066,20,49.2,119.7,60.82,8.1
253,orlik,99,RU,1586663067,51,52.52,99.83,31.62,1.66
254,sawtell,0,AU,1586663067,40,-30.38,153.1,73.4,14.99
255,zhigansk,71,RU,1586663068,92,66.77,123.37,25.92,15.61
256,sarrebourg,28,FR,1586663068,71,48.73,7.05,51.8,3.36
257,airai,97,TL,1586663068,69,-8.93,125.41,66.65,0.94
258,peniche,75,PT,1586663068,93,39.36,-9.38,55.4,2.24
259,saint-philippe,22,RE,1586663069,73,-21.36,55.77,75.99,6.93
260,teya,0,RU,1586663069,82,60.38,92.63,36.48,2.91
261,senneterre,75,CA,1586663069,95,48.38,-77.23,32.0,6.93
262,khatanga,100,RU,1586663069,97,71.97,102.5,17.96,11.74
263,sitka,20,US,1586663070,48,57.05,-135.33,44.6,1.54
264,grand-lahou,72,CI,1586662872,83,5.14,-5.02,80.47,7.34
265,moussoro,89,TD,1586662808,17,13.64,16.49,76.46,12.12
266,avera,1,US,1586663070,62,33.19,-82.53,61.0,6.93
267,mantua,0,IT,1586663070,57,45.17,10.78,55.99,3.36
268,torbay,5,CA,1586663071,96,47.67,-52.73,33.01,21.92
269,olafsvik,51,IS,1586663071,88,64.89,-23.71,33.84,23.22
270,alice springs,90,US,1586663071,88,27.75,-98.07,78.8,16.11
271,frolovo,1,RU,1586663071,82,49.77,43.66,34.0,8.01
272,port elizabeth,100,CD,1586663066,62,-7.03,29.76,72.21,7.34
273,neiafu,20,TO,1586663072,69,-18.65,-173.98,80.6,10.29
274,srandakan,87,ID,1586663072,63,-7.94,110.25,85.19,2.48
275,baglung,0,NP,1586662869,13,28.27,83.59,79.12,1.21
276,maputo,0,MZ,1586663073,85,-25.97,32.59,67.5,7.45
277,bambanglipuro,87,ID,1586663073,63,-7.95,110.28,85.23,2.71
278,manokwari,22,ID,1586663073,76,-0.87,134.08,82.26,2.82
279,guben,67,DE,1586663074,77,51.95,14.71,43.66,4.32
280,kendari,93,ID,1586663074,68,-3.94,122.5,85.01,3.98
281,sjovegan,100,NO,1586663074,92,68.87,17.85,30.2,12.75
282,khandbari,0,NP,1586663001,17,27.37,87.2,78.73,3.51
283,college,75,US,1586662859,35,64.86,-147.8,46.4,1.45
284,camden,1,US,1586662942,49,39.78,-74.97,50.0,4.14
285,hokitika,100,NZ,1586663075,80,-42.72,170.97,59.4,20.02
286,georgetown,20,MY,1586663075,63,5.41,100.34,91.4,2.24
287,deputatskiy,73,RU,1586663076,91,69.3,139.9,24.53,16.11
288,guerrero negro,0,MX,1586663076,32,17.67,-100.0,72.57,2.51
289,beira,85,MZ,1586662802,86,-19.84,34.84,69.58,7.76
290,ocos,24,GT,1586663077,72,14.51,-92.19,83.08,4.52
291,pinega,0,RU,1586663077,95,64.7,43.39,21.92,2.39
292,agropoli,0,IT,1586663003,73,40.35,15.0,53.49,4.59
293,mishan,0,CN,1586663078,36,45.55,131.88,54.25,5.73
294,port blair,100,CD,1586663078,62,-7.03,29.76,72.21,7.34
295,salani,2,IN,1586663078,13,29.96,79.71,77.02,2.06
296,jalu,0,LY,1586663078,47,29.03,21.55,57.31,6.26
297,pilot butte,1,US,1586663079,28,40.82,-114.23,59.0,11.41
298,plettenberg bay,42,DE,1586663079,40,51.22,7.88,57.0,2.24
299,marawi,23,PH,1586663079,40,8.0,124.29,84.78,4.5
300,chumphon,76,TH,1586663079,52,10.33,98.83,93.2,3.36
301,sept-iles,20,CA,1586663080,54,50.2,-66.38,32.0,5.82
302,ixtapa,20,MX,1586663080,73,20.7,-105.2,75.2,4.7
303,pasighat,0,IN,1586663080,28,28.07,95.33,84.25,2.46
304,ponta delgada,0,PT,1586663081,76,38.73,-28.27,57.42,7.67
305,padang,48,ID,1586663081,61,-0.95,100.35,87.93,1.23
306,udachnyy,20,RU,1586663081,54,66.42,112.4,30.2,8.95
307,puerto lopez,20,ES,1586663081,58,36.59,-6.23,57.2,5.82
308,puerto escondido,20,ES,1586663081,58,36.59,-6.23,57.2,5.82
309,bairiki,75,KI,1586663082,70,1.33,172.98,87.8,8.05
310,porto walter,32,PT,1586663082,100,41.15,-8.61,57.0,2.24
311,anadyr,90,RU,1586663082,84,64.75,177.48,8.6,13.42
312,makakilo city,75,US,1586663083,83,21.35,-158.09,82.4,8.05
313,flinders,0,AU,1586663083,30,-34.58,150.86,71.01,3.36
314,sarany,100,RU,1586663083,80,58.5,58.88,34.36,2.46
315,ulaanbaatar,75,MN,1586663057,9,47.91,106.88,55.4,22.37
316,baruun-urt,0,MN,1586663084,19,46.68,113.28,56.62,10.96
317,hofn,5,IS,1586663084,89,64.25,-15.21,30.72,20.24
318,pevek,6,RU,1586663084,92,69.7,170.31,11.39,13.89
319,saint-pierre,18,RE,1586663085,73,-21.34,55.48,75.99,6.93
320,asau,14,RO,1586663085,74,46.43,26.4,37.0,3.36
321,jardim de piranhas,0,BR,1586663085,53,-21.48,-56.14,64.15,2.51
322,selfoss,22,IS,1586663085,64,63.93,-21.0,35.6,6.93
323,namibe,31,AO,1586663086,66,-15.2,12.15,75.83,5.12
324,turukhansk,100,RU,1586663086,96,65.82,87.98,35.49,15.73
325,angoche,48,MZ,1586663086,82,-16.23,39.91,72.1,5.28
326,kununurra,100,AU,1586663086,49,-15.77,128.73,89.6,6.93
327,marzuq,0,YE,1586663086,52,14.4,46.47,69.64,4.43
328,weihe,32,CN,1586663087,28,33.0,105.32,58.78,4.7
329,little current,90,US,1586663087,87,35.35,-96.67,60.01,12.75
330,san jose,63,ML,1586663087,32,13.3,-4.9,88.14,11.21
331,humen,0,CN,1586663088,49,22.82,113.67,72.0,15.66
332,vao,13,NC,1586663088,75,-22.67,167.48,76.98,12.73
333,whitehorse,5,CA,1586663044,32,60.72,-135.05,41.0,4.7
334,erzin,2,TR,1586663089,82,36.96,36.2,57.2,4.7
335,narsaq,100,GL,1586663089,33,60.92,-46.05,46.4,49.44
336,kangaatsiaq,100,GL,1586663089,91,68.31,-53.46,29.41,16.51
337,cervo,84,ES,1586663090,100,43.67,-7.41,48.0,1.99
338,talavera,75,PH,1586663090,55,15.62,120.93,89.6,2.24
339,chanika,100,TZ,1586663090,81,-5.42,38.02,68.14,4.34
340,luderitz,0,NA,1586663090,87,-26.65,15.16,57.2,8.05
341,linxia,19,CN,1586663091,19,35.6,103.21,50.23,5.39
342,tazovskiy,86,RU,1586663091,96,67.47,78.7,14.11,7.85
343,tiksi,94,RU,1586663091,90,71.69,128.87,6.48,19.98
344,qasigiannguit,100,GL,1586663091,68,68.82,-51.19,28.4,6.93
345,coquimbo,76,CL,1586663092,82,-29.95,-71.34,59.0,3.36
346,sakakah,0,SA,1586663092,54,29.97,40.21,53.6,7.67
347,safonovo,34,RU,1586663092,88,55.15,33.22,30.25,5.66
348,qui nhon,72,BR,1586663092,92,-10.97,-37.6,74.28,3.94
349,tshane,0,BW,1586663093,46,-24.02,21.87,65.35,8.7
350,krasnoselkup,100,RU,1586663093,99,65.7,82.47,35.58,15.3
351,mattawa,40,US,1586663093,18,46.74,-119.9,55.99,17.22
352,fairbanks,90,US,1586662803,48,64.84,-147.72,46.4,3.36
353,chapais,75,CA,1586663094,68,49.78,-74.85,26.6,5.82
354,nouakchott,0,MR,1586663062,46,18.09,-15.98,74.89,13.35
355,comodoro rivadavia,92,BR,1586663094,81,-13.66,-59.79,70.11,1.83
356,esperance,100,AU,1586663095,16,-33.87,121.9,95.0,20.8
357,santa rosa,5,PH,1586663043,51,17.49,120.43,89.96,12.68
358,luangwa,87,ZM,1586663095,80,-15.62,30.42,66.09,2.06
359,berlevag,100,NO,1586663095,73,70.86,29.09,24.8,14.99
360,oistins,40,BB,1586663096,69,13.07,-59.53,80.6,16.11
361,margate,17,GB,1586662877,93,51.38,1.39,54.0,5.82
362,zabaykalsk,0,RU,1586663096,19,49.63,117.32,62.91,10.09
363,tual,29,ID,1586663096,70,-5.67,132.75,84.24,2.75
364,gwadar,20,PK,1586663097,74,25.12,62.33,77.68,4.81
365,loja,76,EC,1586663068,56,-3.99,-79.2,54.73,1.99
366,lata,75,PT,1586663097,93,40.16,-8.33,57.0,2.24
367,santa cruz,5,PH,1586663097,51,17.49,120.43,89.96,12.68
368,sabang,55,ID,1586663098,71,5.89,95.32,85.19,9.42
369,faya,65,SA,1586663098,82,18.39,42.45,60.8,4.7
370,lai,100,TD,1586663099,51,9.4,16.3,78.84,4.09
371,rockwall,90,US,1586663099,100,32.9,-96.4,68.0,9.17
372,olpad,0,IN,1586663099,29,21.33,72.75,88.09,10.45
373,nelson bay,100,NZ,1586663100,80,-41.28,173.28,66.0,1.99
374,kasongo,100,CD,1586663101,82,-4.45,26.67,69.03,3.13
375,mehamn,100,NO,1586662902,73,71.04,27.85,24.8,14.99
376,nizhniy tsasuchey,0,RU,1586663101,80,45.39,39.24,41.0,8.95
377,netarhat,0,IN,1586663102,14,23.48,84.27,84.96,5.79
378,prince rupert,1,CA,1586663102,67,52.97,-108.38,19.4,9.17
379,akron,1,US,1586663102,45,41.08,-81.52,48.99,3.36
380,rio gallegos,20,GR,1586663102,93,38.3,21.78,50.0,2.8
381,vila,90,PT,1586663103,100,42.03,-8.16,52.0,1.12
382,mount isa,68,GB,1586663103,100,53.66,-1.85,51.01,1.12
383,cabo san lucas,20,BR,1586663104,74,-8.28,-35.03,84.2,4.7
384,fort nelson,72,NL,1586663001,74,52.65,6.39,48.99,4.76
385,villiers,0,ZA,1586663104,39,-27.03,28.6,52.65,3.67
386,srednekolymsk,33,RU,1586663105,97,67.45,153.68,30.49,10.67
387,lazaro cardenas,1,DO,1586663105,87,19.46,-71.33,77.0,1.01
388,bac lieu,0,RS,1586663105,67,45.39,19.24,44.01,3.36
389,tandalti,68,SD,1586663105,14,13.02,31.87,77.63,12.26
